,video_id,time,event,event_attributes
695,1606b0e6_0,2657.705,end_play,"['pass', 'openplay']"
875,1606b0e6_0,2658.97002027338,end,
876,1606b0e6_0,2659.482915998225,start,
696,1606b0e6_0,2661.2350000000006,start_play,"['pass', 'openplay']"
697,1606b0e6_0,2661.385,end_play,"['pass', 'openplay']"
878,1606b0e6_0,2661.982915998225,end,
879,1606b0e6_0,2664.64386550668,start,
698,1606b0e6_0,2665.3150000000005,start_play,"['pass', 'openplay']"
699,1606b0e6_0,2665.465,end_play,"['pass', 'openplay']"
881,1606b0e6_0,2667.14386550668,end,
882,1606b0e6_0,2668.3265577432658,start,
700,1606b0e6_0,2668.9550000000004,start_play,"['pass', 'openplay']"
701,1606b0e6_0,2669.105,end_play,"['pass', 'openplay']"
884,1606b0e6_0,2670.8265577432658,end,
885,1606b0e6_0,2671.7746730810504,start,
702,1606b0e6_0,2672.7950000000005,start_play,"['pass', 'openplay']"
703,1606b0e6_0,2672.945,end_play,"['pass', 'openplay']"
887,1606b0e6_0,2674.2746730810504,end,
888,1606b0e6_0,2677.468128495129,start,
704,1606b0e6_0,2678.0350000000003,start_play,"['pass', 'openplay']"
705,1606b0e6_0,2678.185,end_play,"['pass', 'openplay']"
706,1606b0e6_0,2681.1150000000002,start_play,"['pass', 'openplay']"
707,1606b0e6_0,2681.265,end_play,"['pass', 'openplay']"
891,1606b0e6_0,2682.3672798707016,end,
892,1606b0e6_0,2684.108186610616,start,
708,1606b0e6_0,2684.5150000000003,start_play,"['pass', 'openplay']"
709,1606b0e6_0,2684.665,end_play,"['pass', 'openplay']"
710,1606b0e6_0,2686.7150000000006,start_play,"['pass', 'openplay']"
711,1606b0e6_0,2686.8650000000002,end_play,"['pass', 'openplay']"
895,1606b0e6_0,2688.296051626863,end,
896,1606b0e6_0,2688.437566023466,start,
712,1606b0e6_0,2689.0350000000003,start_play,"['pass', 'openplay']"
713,1606b0e6_0,2689.185,end_play,"['pass', 'openplay']"
898,1606b0e6_0,2690.937566023466,end,
899,1606b0e6_0,2694.955034321302,start,
714,1606b0e6_0,2695.4350000000004,start_play,"['cross', 'openplay']"
715,1606b0e6_0,2695.585,end_play,"['cross', 'openplay']"
901,1606b0e6_0,2697.455034321302,end,
902,1606b0e6_0,2700.7963904919065,start,
716,1606b0e6_0,2701.4350000000004,start_play,"['pass', 'openplay']"
717,1606b0e6_0,2701.585,end_play,"['pass', 'openplay']"
904,1606b0e6_0,2703.2963904919065,end,
905,1606b0e6_0,2704.681004587864,start,
718,1606b0e6_0,2706.4350000000004,start_play,"['pass', 'openplay']"
719,1606b0e6_0,2706.585,end_play,"['pass', 'openplay']"
907,1606b0e6_0,2707.181004587864,end,
908,1606b0e6_0,2711.036237502499,start,
720,1606b0e6_0,2711.9550000000004,start_play,"['pass', 'openplay']"
721,1606b0e6_0,2712.105,end_play,"['pass', 'openplay']"
722,1606b0e6_0,2713.4750000000004,start_play,"['pass', 'openplay']"
723,1606b0e6_0,2713.625,end_play,"['pass', 'openplay']"
911,1606b0e6_0,2715.216872666206,end,
912,1606b0e6_0,2715.35661201844,start,
724,1606b0e6_0,2717.2000000000003,start_challenge,['challenge_during_ball_transfer']
725,1606b0e6_0,2717.5000000000005,end_challenge,['challenge_during_ball_transfer']
914,1606b0e6_0,2717.85661201844,end,
915,1606b0e6_0,2725.210854828213,start,
726,1606b0e6_0,2726.5150000000003,start_play,"['pass', 'openplay']"
727,1606b0e6_0,2726.665,end_play,"['pass', 'openplay']"
917,1606b0e6_0,2727.710854828213,end,
918,1606b0e6_0,2729.609762913712,start,
728,1606b0e6_0,2731.195,start_play,"['pass', 'openplay']"
729,1606b0e6_0,2731.345,end_play,"['pass', 'openplay']"
920,1606b0e6_0,2732.109762913712,end,
921,1606b0e6_0,2735.3733651243288,start,
730,1606b0e6_0,2735.9550000000004,start_play,"['pass', 'openplay']"
731,1606b0e6_0,2736.105,end_play,"['pass', 'openplay']"
732,1606b0e6_0,2739.7150000000006,start_play,"['pass', 'openplay']"
733,1606b0e6_0,2739.8650000000002,end_play,"['pass', 'openplay']"
924,1606b0e6_0,2740.24661786513,end,
925,1606b0e6_0,2744.480270627168,start,
734,1606b0e6_0,2744.8750000000005,start_play,"['pass', 'openplay']"
735,1606b0e6_0,2745.025,end_play,"['pass', 'openplay']"
736,1606b0e6_0,2747.2350000000006,start_play,"['pass', 'openplay']"
737,1606b0e6_0,2747.385,end_play,"['pass', 'openplay']"
928,1606b0e6_0,2748.4043754036165,end,
929,1606b0e6_0,2750.1932657005373,start,
738,1606b0e6_0,2750.7150000000006,start_play,"['pass', 'openplay']"
739,1606b0e6_0,2750.8650000000002,end_play,"['pass', 'openplay']"
740,1606b0e6_0,2753.2350000000006,start_play,"['pass', 'openplay']"
741,1606b0e6_0,2753.385,end_play,"['pass', 'openplay']"
932,1606b0e6_0,2754.024894952902,end,
933,1606b0e6_0,2757.4638640611893,start,
742,1606b0e6_0,2758.6,start_challenge,['opponent_dispossessed']
743,1606b0e6_0,2758.9,end_challenge,['opponent_dispossessed']
935,1606b0e6_0,2759.9638640611893,end,
936,1606b0e6_0,2762.629795409415,start,
744,1606b0e6_0,2763.0750000000003,start_play,"['pass', 'openplay']"
745,1606b0e6_0,2763.225,end_play,"['pass', 'openplay']"
938,1606b0e6_0,2765.129795409415,end,
939,1606b0e6_0,2765.619345381376,start,
746,1606b0e6_0,2767.4750000000004,start_play,"['pass', 'openplay']"
747,1606b0e6_0,2767.625,end_play,"['pass', 'openplay']"
941,1606b0e6_0,2768.119345381376,end,
942,1606b0e6_0,2793.7770126069145,start,
748,1606b0e6_0,2794.195,start_throwin,['pass']
749,1606b0e6_0,2794.345,end_throwin,['pass']
944,1606b0e6_0,2796.2770126069145,end,
945,1606b0e6_0,2800.6553319670106,start,
750,1606b0e6_0,2801.155,start_play,"['pass', 'openplay']"
751,1606b0e6_0,2801.305,end_play,"['pass', 'openplay']"
947,1606b0e6_0,2803.1553319670106,end,
948,1606b0e6_0,2803.3253914990064,start,
752,1606b0e6_0,2804.7950000000005,start_play,"['pass', 'openplay']"
753,1606b0e6_0,2804.945,end_play,"['pass', 'openplay']"
950,1606b0e6_0,2805.8253914990064,end,
951,1606b0e6_0,2807.9656650197744,start,
754,1606b0e6_0,2809.5950000000003,start_play,"['pass', 'openplay']"
755,1606b0e6_0,2809.745,end_play,"['pass', 'openplay']"
953,1606b0e6_0,2810.4656650197744,end,
954,1606b0e6_0,2814.7179379019544,start,
756,1606b0e6_0,2815.2750000000005,start_play,"['pass', 'openplay']"
757,1606b0e6_0,2815.425,end_play,"['pass', 'openplay']"
758,1606b0e6_0,2818.3950000000004,start_play,"['pass', 'openplay']"
759,1606b0e6_0,2818.545,end_play,"['pass', 'openplay']"
957,1606b0e6_0,2818.89653030956,end,
958,1606b0e6_0,2820.458952728248,start,
760,1606b0e6_0,2821.7550000000006,start_play,"['pass', 'openplay']"
761,1606b0e6_0,2821.905,end_play,"['pass', 'openplay']"
960,1606b0e6_0,2822.958952728248,end,
961,1606b0e6_0,2823.2134725924416,start,
762,1606b0e6_0,2824.9550000000004,start_play,"['pass', 'openplay']"
763,1606b0e6_0,2825.105,end_play,"['pass', 'openplay']"
764,1606b0e6_0,2826.3950000000004,start_play,"['pass', 'openplay']"
765,1606b0e6_0,2826.545,end_play,"['pass', 'openplay']"
964,1606b0e6_0,2828.0912422324777,end,
965,1606b0e6_0,2830.225973556089,start,
766,1606b0e6_0,2831.8750000000005,start_play,"['pass', 'openplay']"
767,1606b0e6_0,2832.025,end_play,"['pass', 'openplay']"
967,1606b0e6_0,2832.725973556089,end,
968,1606b0e6_0,2834.440425029329,start,
768,1606b0e6_0,2836.0350000000003,start_play,"['pass', 'openplay']"
769,1606b0e6_0,2836.185,end_play,"['pass', 'openplay']"
970,1606b0e6_0,2836.940425029329,end,
971,1606b0e6_0,2838.792793893066,start,
770,1606b0e6_0,2840.5950000000003,start_play,"['pass', 'openplay']"
771,1606b0e6_0,2840.745,end_play,"['pass', 'openplay']"
973,1606b0e6_0,2841.292793893066,end,
974,1606b0e6_0,2842.4304615789265,start,
772,1606b0e6_0,2844.4350000000004,start_play,"['pass', 'openplay']"
773,1606b0e6_0,2844.585,end_play,"['pass', 'openplay']"
976,1606b0e6_0,2844.9304615789265,end,
977,1606b0e6_0,2845.104013619193,start,
774,1606b0e6_0,2846.915,start_play,"['pass', 'openplay']"
775,1606b0e6_0,2847.0649999999996,end_play,"['pass', 'openplay']"
979,1606b0e6_0,2847.604013619193,end,
980,1606b0e6_0,2849.4084802595125,start,
776,1606b0e6_0,2850.1150000000002,start_play,"['pass', 'openplay']"
777,1606b0e6_0,2850.265,end_play,"['pass', 'openplay']"
778,1606b0e6_0,2852.1150000000002,start_play,"['pass', 'openplay']"
779,1606b0e6_0,2852.265,end_play,"['pass', 'openplay']"
983,1606b0e6_0,2854.2591074553816,end,
984,1606b0e6_0,2858.623820800999,start,
780,1606b0e6_0,2858.9550000000004,start_play,"['pass', 'openplay']"
781,1606b0e6_0,2859.105,end_play,"['pass', 'openplay']"
782,1606b0e6_0,2861.3550000000005,start_play,"['pass', 'openplay']"
783,1606b0e6_0,2861.505,end_play,"['pass', 'openplay']"
987,1606b0e6_0,2862.5844865525974,end,
988,1606b0e6_0,2898.28702252428,start,
784,1606b0e6_0,2899.96,start_challenge,['ball_action_forced']
785,1606b0e6_0,2900.26,end_challenge,['ball_action_forced']
990,1606b0e6_0,2900.78702252428,end,
991,1606b0e6_0,2902.415894987523,start,
786,1606b0e6_0,2903.28,start_challenge,['fouled']
787,1606b0e6_0,2903.5800000000004,end_challenge,['fouled']
993,1606b0e6_0,2904.915894987523,end,
994,1606b0e6_0,2999.603519089133,start,
788,1606b0e6_0,3000.7950000000005,start_play,"['pass', 'freekick']"
789,1606b0e6_0,3000.945,end_play,"['pass', 'freekick']"
996,1606b0e6_0,3002.103519089133,end,
997,1606b0e6_0,3012.2317946925773,start,
790,1606b0e6_0,3013.155,start_play,"['pass', 'openplay']"
791,1606b0e6_0,3013.305,end_play,"['pass', 'openplay']"
999,1606b0e6_0,3014.7317946925773,end,
1000,1606b0e6_1,509.8214985451332,start,
792,1606b0e6_1,510.51500000000016,start_play,"['pass', 'openplay']"
793,1606b0e6_1,510.66500000000013,end_play,"['pass', 'openplay']"
794,1606b0e6_1,512.3950000000002,start_play,"['pass', 'openplay']"
795,1606b0e6_1,512.5450000000003,end_play,"['pass', 'openplay']"
1003,1606b0e6_1,513.8014703771178,end,
1004,1606b0e6_1,515.3804116541301,start,
796,1606b0e6_1,516.9950000000001,start_play,"['pass', 'openplay']"
797,1606b0e6_1,517.1450000000002,end_play,"['pass', 'openplay']"
798,1606b0e6_1,518.3550000000002,start_play,"['pass', 'openplay']"
799,1606b0e6_1,518.5050000000003,end_play,"['pass', 'openplay']"
800,1606b0e6_1,520.9150000000002,start_play,"['pass', 'openplay']"
801,1606b0e6_1,521.0650000000003,end_play,"['pass', 'openplay']"
1008,1606b0e6_1,521.8083074144847,end,
1009,1606b0e6_1,525.1819604998495,start,
802,1606b0e6_1,526.075,start_play,"['pass', 'openplay']"
803,1606b0e6_1,526.2250000000001,end_play,"['pass', 'openplay']"
804,1606b0e6_1,528.155,start_play,"['pass', 'openplay']"
805,1606b0e6_1,528.3050000000001,end_play,"['pass', 'openplay']"
1012,1606b0e6_1,529.7121549020189,end,
1013,1606b0e6_1,534.2509512803408,start,
806,1606b0e6_1,535.5550000000001,start_play,"['pass', 'openplay']"
807,1606b0e6_1,535.7050000000002,end_play,"['pass', 'openplay']"
808,1606b0e6_1,537.3149999999998,start_play,"['pass', 'openplay']"
809,1606b0e6_1,537.4649999999999,end_play,"['pass', 'openplay']"
1016,1606b0e6_1,539.0625002963143,end,
1017,1606b0e6_1,542.6179875838634,start,
810,1606b0e6_1,544.155,start_play,"['pass', 'openplay']"
811,1606b0e6_1,544.3050000000001,end_play,"['pass', 'openplay']"
1019,1606b0e6_1,545.1179875838634,end,
1020,1606b0e6_1,546.731177000664,start,
812,1606b0e6_1,547.5550000000001,start_play,"['pass', 'openplay']"
813,1606b0e6_1,547.7050000000002,end_play,"['pass', 'openplay']"
814,1606b0e6_1,550.4750000000001,start_play,"['pass', 'openplay']"
815,1606b0e6_1,550.6250000000002,end_play,"['pass', 'openplay']"
816,1606b0e6_1,551.9550000000002,start_play,"['pass', 'openplay']"
817,1606b0e6_1,552.1050000000002,end_play,"['pass', 'openplay']"
1024,1606b0e6_1,553.6951709811301,end,
1025,1606b0e6_1,555.3387167547448,start,
818,1606b0e6_1,555.9550000000002,start_play,"['pass', 'openplay']"
819,1606b0e6_1,556.1050000000002,end_play,"['pass', 'openplay']"
820,1606b0e6_1,557.8350000000003,start_play,"['pass', 'openplay']"
821,1606b0e6_1,557.9850000000004,end_play,"['pass', 'openplay']"
822,1606b0e6_1,561.4750000000001,start_play,"['pass', 'openplay']"
823,1606b0e6_1,561.6250000000002,end_play,"['pass', 'openplay']"
824,1606b0e6_1,562.4350000000002,start_play,"['pass', 'openplay']"
825,1606b0e6_1,562.5850000000003,end_play,"['pass', 'openplay']"
1030,1606b0e6_1,564.4872203188529,end,
1031,1606b0e6_1,571.639111621696,start,
826,1606b0e6_1,572.3550000000002,start_play,"['pass', 'openplay']"
827,1606b0e6_1,572.5050000000003,end_play,"['pass', 'openplay']"
1033,1606b0e6_1,574.139111621696,end,
1034,1606b0e6_1,576.9954430149292,start,
828,1606b0e6_1,577.635,start_play,"['pass', 'openplay']"
829,1606b0e6_1,577.7850000000001,end_play,"['pass', 'openplay']"
1036,1606b0e6_1,579.4954430149292,end,
1037,1606b0e6_1,582.9964894410441,start,
830,1606b0e6_1,583.3550000000002,start_play,"['pass', 'openplay']"
831,1606b0e6_1,583.5050000000003,end_play,"['pass', 'openplay']"
832,1606b0e6_1,585.7149999999999,start_play,"['pass', 'openplay']"
833,1606b0e6_1,585.865,end_play,"['pass', 'openplay']"
1040,1606b0e6_1,587.741719419058,end,
1041,1606b0e6_1,588.7941456506087,start,
834,1606b0e6_1,590.3149999999998,start_play,"['pass', 'openplay']"
835,1606b0e6_1,590.4649999999999,end_play,"['pass', 'openplay']"
1043,1606b0e6_1,591.2941456506087,end,
1044,1606b0e6_1,597.6592808509099,start,
836,1606b0e6_1,598.9150000000002,start_play,"['pass', 'openplay']"
837,1606b0e6_1,599.0650000000003,end_play,"['pass', 'openplay']"
1046,1606b0e6_1,600.1592808509099,end,
1047,1606b0e6_1,600.9900404632999,start,
838,1606b0e6_1,602.8350000000003,start_play,"['pass', 'openplay']"
839,1606b0e6_1,602.9850000000004,end_play,"['pass', 'openplay']"
1049,1606b0e6_1,603.4900404632999,end,
1050,1606b0e6_1,605.3866194387942,start,
840,1606b0e6_1,605.7949999999998,start_play,"['pass', 'openplay']"
841,1606b0e6_1,605.9449999999999,end_play,"['pass', 'openplay']"
842,1606b0e6_1,609.4750000000001,start_play,"['pass', 'openplay']"
843,1606b0e6_1,609.6250000000002,end_play,"['pass', 'openplay']"
1053,1606b0e6_1,610.346814434296,end,
1054,1606b0e6_1,611.3026060506322,start,
844,1606b0e6_1,612.155,start_play,"['pass', 'openplay']"
845,1606b0e6_1,612.3050000000001,end_play,"['pass', 'openplay']"
1056,1606b0e6_1,613.8026060506322,end,
1057,1606b0e6_1,624.4922054685171,start,
846,1606b0e6_1,625.2749999999999,start_play,"['pass', 'openplay']"
847,1606b0e6_1,625.425,end_play,"['pass', 'openplay']"
1059,1606b0e6_1,626.9922054685171,end,
1060,1606b0e6_1,629.4333343712847,start,
848,1606b0e6_1,630.5150000000001,start_play,"['pass', 'openplay']"
849,1606b0e6_1,630.6650000000002,end_play,"['pass', 'openplay']"
1062,1606b0e6_1,631.9333343712847,end,
1063,1606b0e6_1,632.9343967233322,start,
850,1606b0e6_1,634.3149999999998,start_play,"['pass', 'openplay']"
851,1606b0e6_1,634.4649999999999,end_play,"['pass', 'openplay']"
852,1606b0e6_1,636.675,start_play,"['pass', 'openplay']"
853,1606b0e6_1,636.825,end_play,"['pass', 'openplay']"
1066,1606b0e6_1,637.8739020459807,end,
1067,1606b0e6_1,638.6029400378179,start,
854,1606b0e6_1,639.3550000000002,start_play,"['pass', 'openplay']"
855,1606b0e6_1,639.5050000000003,end_play,"['pass', 'openplay']"
1069,1606b0e6_1,641.1029400378179,end,
1070,1606b0e6_1,643.6142723123162,start,
856,1606b0e6_1,645.2349999999999,start_play,"['pass', 'openplay']"
857,1606b0e6_1,645.385,end_play,"['pass', 'openplay']"
1072,1606b0e6_1,646.1142723123162,end,
1073,1606b0e6_1,647.9421502683808,start,
858,1606b0e6_1,649.675,start_play,"['pass', 'openplay']"
859,1606b0e6_1,649.825,end_play,"['pass', 'openplay']"
1075,1606b0e6_1,650.4421502683808,end,
1076,1606b0e6_1,653.1337958027689,start,
860,1606b0e6_1,654.3950000000002,start_play,"['pass', 'openplay']"
861,1606b0e6_1,654.5450000000003,end_play,"['pass', 'openplay']"
1078,1606b0e6_1,655.6337958027689,end,
1079,1606b0e6_1,657.2875962925409,start,
862,1606b0e6_1,658.7949999999998,start_play,"['pass', 'openplay']"
863,1606b0e6_1,658.9449999999999,end_play,"['pass', 'openplay']"
1081,1606b0e6_1,659.7875962925414,end,
1082,1606b0e6_1,661.9566215078398,start,
864,1606b0e6_1,662.5549999999996,start_play,"['pass', 'openplay']"
865,1606b0e6_1,662.7049999999997,end_play,"['pass', 'openplay']"
866,1606b0e6_1,665.2349999999999,start_play,"['pass', 'openplay']"
867,1606b0e6_1,665.385,end_play,"['pass', 'openplay']"
1085,1606b0e6_1,666.1141611042262,end,
1086,1606b0e6_1,669.5731540838856,start,
868,1606b0e6_1,670.5549999999996,start_play,"['pass', 'openplay']"
869,1606b0e6_1,670.7049999999997,end_play,"['pass', 'openplay']"
1088,1606b0e6_1,672.0731540838856,end,
1089,1606b0e6_1,708.6386377898348,start,
870,1606b0e6_1,709.3149999999998,start_play,"['pass', 'openplay']"
871,1606b0e6_1,709.4649999999999,end_play,"['pass', 'openplay']"
1091,1606b0e6_1,711.1386377898348,end,
1092,1606b0e6_1,712.0443919892864,start,
872,1606b0e6_1,712.5200000000006,start_challenge,['ball_action_forced']
873,1606b0e6_1,712.8200000000005,end_challenge,['ball_action_forced']
1094,1606b0e6_1,714.5443919892864,end,
1095,1606b0e6_1,716.5283564719034,start,
874,1606b0e6_1,716.8800000000002,start_challenge,['opponent_dispossessed']
875,1606b0e6_1,717.1800000000002,end_challenge,['opponent_dispossessed']
1097,1606b0e6_1,719.0283564719034,end,
1098,1606b0e6_1,747.8063002652075,start,
876,1606b0e6_1,748.5549999999996,start_play,"['cross', 'corner']"
877,1606b0e6_1,748.7049999999997,end_play,"['cross', 'corner']"
1100,1606b0e6_1,750.3063002652075,end,
1101,1606b0e6_1,751.7192776023817,start,
878,1606b0e6_1,752.4799999999997,start_challenge,['challenge_during_ball_transfer']
879,1606b0e6_1,752.7799999999996,end_challenge,['challenge_during_ball_transfer']
1103,1606b0e6_1,754.2192776023817,end,
1104,1606b0e6_1,757.0155414632268,start,
880,1606b0e6_1,757.3949999999998,start_play,"['pass', 'openplay']"
881,1606b0e6_1,757.5449999999998,end_play,"['pass', 'openplay']"
1106,1606b0e6_1,759.5155414632268,end,
1107,1606b0e6_1,760.3404813424008,start,
882,1606b0e6_1,760.6749999999995,start_play,"['pass', 'openplay']"
883,1606b0e6_1,760.8249999999996,end_play,"['pass', 'openplay']"
1109,1606b0e6_1,762.8404813424008,end,
1110,1606b0e6_1,765.8180968605388,start,
884,1606b0e6_1,767.075,start_play,"['pass', 'openplay']"
885,1606b0e6_1,767.2250000000001,end_play,"['pass', 'openplay']"
1112,1606b0e6_1,768.3180968605388,end,
1113,1606b0e6_1,768.8504786229128,start,
886,1606b0e6_1,770.7550000000003,start_play,"['pass', 'openplay']"
887,1606b0e6_1,770.9050000000004,end_play,"['pass', 'openplay']"
1115,1606b0e6_1,771.3504786229128,end,
1116,1606b0e6_1,772.3877498534489,start,
888,1606b0e6_1,773.8400000000003,start_challenge,['ball_action_forced']
889,1606b0e6_1,774.1400000000002,end_challenge,['ball_action_forced']
1118,1606b0e6_1,774.8877498534489,end,
1119,1606b0e6_1,775.8690029996692,start,
890,1606b0e6_1,777.6350000000004,start_play,"['pass', 'openplay']"
891,1606b0e6_1,777.7850000000005,end_play,"['pass', 'openplay']"
1121,1606b0e6_1,778.3690029996692,end,
1122,1606b0e6_1,782.6397268371534,start,
892,1606b0e6_1,783.8800000000002,start_challenge,['opponent_rounded']
893,1606b0e6_1,784.1800000000002,end_challenge,['opponent_rounded']
894,1606b0e6_1,785.3549999999998,start_play,"['pass', 'openplay']"
895,1606b0e6_1,785.5049999999999,end_play,"['pass', 'openplay']"
1125,1606b0e6_1,787.0087735970842,end,
1126,1606b0e6_1,853.81215600329,start,
896,1606b0e6_1,854.3149999999998,start_play,"['pass', 'openplay']"
897,1606b0e6_1,854.4649999999999,end_play,"['pass', 'openplay']"
1128,1606b0e6_1,856.31215600329,end,
1129,1606b0e6_1,856.845523950567,start,
898,1606b0e6_1,857.1949999999999,start_play,"['pass', 'openplay']"
899,1606b0e6_1,857.345,end_play,"['pass', 'openplay']"
1131,1606b0e6_1,859.345523950567,end,
1132,1606b0e6_1,862.3609929427944,start,
900,1606b0e6_1,862.7149999999995,start_play,"['pass', 'openplay']"
901,1606b0e6_1,862.8649999999996,end_play,"['pass', 'openplay']"
902,1606b0e6_1,865.2749999999999,start_play,"['pass', 'openplay']"
903,1606b0e6_1,865.425,end_play,"['pass', 'openplay']"
1135,1606b0e6_1,866.7567917118954,end,
1136,1606b0e6_1,900.8544939689814,start,
904,1606b0e6_1,901.3549999999998,start_play,"['cross', 'corner']"
905,1606b0e6_1,901.5049999999999,end_play,"['cross', 'corner']"
906,1606b0e6_1,902.6399999999996,start_challenge,['challenge_during_ball_transfer']
907,1606b0e6_1,902.9399999999996,end_challenge,['challenge_during_ball_transfer']
1139,1606b0e6_1,904.557770673668,end,
1140,1606b0e6_1,921.828533070376,start,
908,1606b0e6_1,922.9150000000002,start_play,"['pass', 'openplay']"
909,1606b0e6_1,923.0650000000003,end_play,"['pass', 'openplay']"
910,1606b0e6_1,925.3549999999998,start_play,"['pass', 'openplay']"
911,1606b0e6_1,925.5049999999999,end_play,"['pass', 'openplay']"
1143,1606b0e6_1,926.335510538874,end,
1144,1606b0e6_1,927.2090086174944,start,
912,1606b0e6_1,928.035,start_play,"['cross', 'openplay']"
913,1606b0e6_1,928.1850000000001,end_play,"['cross', 'openplay']"
1146,1606b0e6_1,929.7090086174944,end,
1147,1606b0e6_1,953.8529130101456,start,
914,1606b0e6_1,955.1949999999999,start_play,"['cross', 'corner']"
915,1606b0e6_1,955.345,end_play,"['cross', 'corner']"
1149,1606b0e6_1,956.3529130101456,end,
1150,1606b0e6_1,962.5897461544132,start,
916,1606b0e6_1,962.96,start_challenge,['fouled']
917,1606b0e6_1,963.26,end_challenge,['fouled']
1152,1606b0e6_1,965.0897461544132,end,
1153,1606b0e6_1,969.9499728525028,start,
918,1606b0e6_1,971.115,start_play,"['pass', 'freekick']"
919,1606b0e6_1,971.2650000000001,end_play,"['pass', 'freekick']"
1155,1606b0e6_1,972.4499728525028,end,
1156,1606b0e6_1,974.6976474041652,start,
920,1606b0e6_1,976.1949999999999,start_play,"['pass', 'openplay']"
921,1606b0e6_1,976.345,end_play,"['pass', 'openplay']"
1158,1606b0e6_1,977.1976474041652,end,
1159,1606b0e6_1,978.1641592685968,start,
922,1606b0e6_1,979.5549999999996,start_play,"['pass', 'openplay']"
923,1606b0e6_1,979.7049999999997,end_play,"['pass', 'openplay']"
1161,1606b0e6_1,980.6641592685968,end,
1162,1606b0e6_1,981.420986994592,start,
924,1606b0e6_1,981.9550000000002,start_play,"['pass', 'openplay']"
925,1606b0e6_1,982.1050000000002,end_play,"['pass', 'openplay']"
1164,1606b0e6_1,983.920986994592,end,
1165,1606b0e6_1,988.0060115389792,start,
926,1606b0e6_1,988.7550000000003,start_play,"['pass', 'openplay']"
927,1606b0e6_1,988.9050000000004,end_play,"['pass', 'openplay']"
928,1606b0e6_1,991.9550000000002,start_play,"['pass', 'openplay']"
929,1606b0e6_1,992.1050000000002,end_play,"['pass', 'openplay']"
1168,1606b0e6_1,992.996962691845,end,
1169,1606b0e6_1,993.2432597146258,start,
930,1606b0e6_1,993.6350000000003,start_play,"['pass', 'openplay']"
931,1606b0e6_1,993.7850000000004,end_play,"['pass', 'openplay']"
1171,1606b0e6_1,995.7432597146258,end,
1172,1606b0e6_1,996.9159415296213,start,
932,1606b0e6_1,997.4749999999996,start_play,"['pass', 'openplay']"
933,1606b0e6_1,997.6249999999997,end_play,"['pass', 'openplay']"
934,1606b0e6_1,999.9200000000002,start_challenge,['fouled']
935,1606b0e6_1,1000.2200000000001,end_challenge,['fouled']
1175,1606b0e6_1,1000.5527735031588,end,
1176,1606b0e6_1,1019.3211922912363,start,
936,1606b0e6_1,1020.9150000000002,start_play,"['pass', 'freekick']"
937,1606b0e6_1,1021.0650000000003,end_play,"['pass', 'freekick']"
1178,1606b0e6_1,1021.8211922912363,end,
1179,1606b0e6_1,1027.5684303715211,start,
938,1606b0e6_1,1028.8350000000003,start_play,"['pass', 'openplay']"
939,1606b0e6_1,1028.9850000000004,end_play,"['pass', 'openplay']"
1181,1606b0e6_1,1030.0684303715211,end,
1182,1606b0e6_1,1031.5478674108622,start,
940,1606b0e6_1,1033.3949999999998,start_play,"['pass', 'openplay']"
941,1606b0e6_1,1033.5449999999998,end_play,"['pass', 'openplay']"
1184,1606b0e6_1,1034.0478674108622,end,
1185,1606b0e6_1,1035.9224091813571,start,
942,1606b0e6_1,1037.2799999999997,start_challenge,['possession_retained']
943,1606b0e6_1,1037.58,end_challenge,['possession_retained']
944,1606b0e6_1,1038.6749999999995,start_play,"['pass', 'openplay']"
945,1606b0e6_1,1038.8249999999996,end_play,"['pass', 'openplay']"
1188,1606b0e6_1,1040.714850713321,end,
1189,1606b0e6_1,1041.006874617943,start,
946,1606b0e6_1,1041.8750000000005,start_play,"['pass', 'openplay']"
947,1606b0e6_1,1042.0250000000005,end_play,"['pass', 'openplay']"
948,1606b0e6_1,1043.8350000000003,start_play,"['pass', 'openplay']"
949,1606b0e6_1,1043.9850000000004,end_play,"['pass', 'openplay']"
1192,1606b0e6_1,1045.5719659371366,end,
1193,1606b0e6_1,1046.817898284628,start,
950,1606b0e6_1,1047.6350000000004,start_play,"['pass', 'openplay']"
951,1606b0e6_1,1047.7850000000005,end_play,"['pass', 'openplay']"
1195,1606b0e6_1,1049.317898284628,end,
1196,1606b0e6_1,1051.2383702678312,start,
952,1606b0e6_1,1052.9150000000002,start_play,"['pass', 'openplay']"
953,1606b0e6_1,1053.0650000000003,end_play,"['pass', 'openplay']"
1198,1606b0e6_1,1053.7383702678312,end,
1199,1606b0e6_1,1054.51088679527,start,
954,1606b0e6_1,1055.9550000000002,start_play,"['pass', 'openplay']"
955,1606b0e6_1,1056.1050000000002,end_play,"['pass', 'openplay']"
1201,1606b0e6_1,1057.01088679527,end,
1202,1606b0e6_1,1058.5196122198718,start,
956,1606b0e6_1,1059.3949999999998,start_play,"['pass', 'openplay']"
957,1606b0e6_1,1059.5449999999998,end_play,"['pass', 'openplay']"
1204,1606b0e6_1,1061.0196122198718,end,
1205,1606b0e6_1,1061.0305898872016,start,
958,1606b0e6_1,1061.5149999999996,start_play,"['pass', 'openplay']"
959,1606b0e6_1,1061.6649999999997,end_play,"['pass', 'openplay']"
960,1606b0e6_1,1064.4749999999995,start_play,"['pass', 'openplay']"
961,1606b0e6_1,1064.6249999999995,end_play,"['pass', 'openplay']"
1208,1606b0e6_1,1065.874252691508,end,
